02.05.2012;AT611904300234573201;849
03.05.2012;MT84MALT011000012345MTLCAST001S;659
04.05.2012;AT611904300234573201;924
06.05.2012;DE21700519950000007229;-1000
07.05.2012;AT611904300234573201;804
08.05.2012;NL39RABO0300065264;911
09.05.2012;AT611904300234573201;919
12.05.2012;NL39RABO0300065264;-34
13.05.2012;MT84MALT011000012345MTLCAST001S;-929
14.05.2012;AT611904300234573201;-562
14.05.2012;MT84MALT011000012345MTLCAST001S;480
15.05.2012;MT84MALT011000012345MTLCAST001S;-704
16.05.2012;NL39RABO0300065264;290
17.05.2012;IE29AIBK93115212345678;4
18.05.2012;IE29AIBK93115212345678;508
20.05.2012;DE21700519950000007229;487
20.05.2012;IE29AIBK93115212345678;-48
20.05.2012;DE21700519950000007229;-222
21.05.2012;AT611904300234573201;486
23.05.2012;DE21700519950000007229;-25
24.05.2012;NL39RABO0300065264;273
25.05.2012;NL39RABO0300065264;757
27.05.2012;MT84MALT011000012345MTLCAST001S;-445
28.05.2012;NL39RABO0300065264;-991
28.05.2012;AT611904300234573201;267
30.05.2012;DE21700519950000007229;-387
31.05.2012;AT611904300234573201;285
03.06.2012;NL39RABO0300065264;285
03.06.2012;MT84MALT011000012345MTLCAST001S;521
04.06.2012;NL39RABO0300065264;-783
04.06.2012;DE21700519950000007229;714
04.06.2012;NL39RABO0300065264;-419
04.06.2012;IE29AIBK93115212345678;957
10.06.2012;NL39RABO0300065264;-341
10.06.2012;NL39RABO0300065264;816
12.06.2012;IE29AIBK93115212345678;-997
13.06.2012;NL39RABO0300065264;-514
14.06.2012;IE29AIBK93115212345678;972
14.06.2012;MT84MALT011000012345MTLCAST001S;483
16.06.2012;NL39RABO0300065264;119
17.06.2012;IE29AIBK93115212345678;21
18.06.2012;AT611904300234573201;945
19.06.2012;AT611904300234573201;-720
22.06.2012;IE29AIBK93115212345678;-154
22.06.2012;IE29AIBK93115212345678;325
23.06.2012;MT84MALT011000012345MTLCAST001S;-149
24.06.2012;MT84MALT011000012345MTLCAST001S;694
27.06.2012;DE21700519950000007229;-350
27.06.2012;NL39RABO0300065264;-458
29.06.2012;NL39RABO0300065264;941
01.07.2012;MT84MALT011000012345MTLCAST001S;-604
03.07.2012;DE21700519950000007229;262
05.07.2012;NL39RABO0300065264;-147
06.07.2012;DE21700519950000007229;129
06.07.2012;MT84MALT011000012345MTLCAST001S;461
07.07.2012;NL39RABO0300065264;957
09.07.2012;DE21700519950000007229;-353
10.07.2012;NL39RABO0300065264;339
12.07.2012;MT84MALT011000012345MTLCAST001S;-459
13.07.2012;IE29AIBK93115212345678;-163
14.07.2012;NL39RABO0300065264;212
19.07.2012;DE21700519950000007229;860
19.07.2012;AT611904300234573201;-251
23.07.2012;DE21700519950000007229;459
24.07.2012;NL39RABO0300065264;-669
24.07.2012;NL39RABO0300065264;-219
25.07.2012;MT84MALT011000012345MTLCAST001S;-381
25.07.2012;MT84MALT011000012345MTLCAST001S;596
26.07.2012;MT84MALT011000012345MTLCAST001S;392
27.07.2012;DE21700519950000007229;585
27.07.2012;NL39RABO0300065264;658
29.07.2012;IE29AIBK93115212345678;-691
31.07.2012;NL39RABO0300065264;16
31.07.2012;IE29AIBK93115212345678;506
01.08.2012;IE29AIBK93115212345678;87
03.08.2012;DE21700519950000007229;-31
03.08.2012;MT84MALT011000012345MTLCAST001S;200
08.08.2012;DE21700519950000007229;-929
09.08.2012;MT84MALT011000012345MTLCAST001S;-422
10.08.2012;AT611904300234573201;-373
11.08.2012;NL39RABO0300065264;54
11.08.2012;IE29AIBK93115212345678;960
12.08.2012;DE21700519950000007229;-615
13.08.2012;IE29AIBK93115212345678;-64
24.08.2012;IE29AIBK93115212345678;-861
26.08.2012;AT611904300234573201;-516
26.08.2012;IE29AIBK93115212345678;-39
27.08.2012;DE21700519950000007229;-357
28.08.2012;DE21700519950000007229;-639
29.08.2012;AT611904300234573201;-659
30.08.2012;IE29AIBK93115212345678;-884
31.08.2012;IE29AIBK93115212345678;-588
02.09.2012;IE29AIBK93115212345678;254
02.09.2012;MT84MALT011000012345MTLCAST001S;480
04.09.2012;DE21700519950000007229;548
04.09.2012;DE21700519950000007229;-782
05.09.2012;MT84MALT011000012345MTLCAST001S;616
06.09.2012;IE29AIBK93115212345678;-636
06.09.2012;IE29AIBK93115212345678;176
11.09.2012;AT611904300234573201;717
15.09.2012;IE29AIBK93115212345678;-903
17.09.2012;AT611904300234573201;834
18.09.2012;MT84MALT011000012345MTLCAST001S;-104
19.09.2012;IE29AIBK93115212345678;78
21.09.2012;MT84MALT011000012345MTLCAST001S;-306
21.09.2012;DE21700519950000007229;837
22.09.2012;DE21700519950000007229;383
23.09.2012;AT611904300234573201;470
23.09.2012;DE21700519950000007229;-149
24.09.2012;MT84MALT011000012345MTLCAST001S;470
24.09.2012;DE21700519950000007229;83
26.09.2012;MT84MALT011000012345MTLCAST001S;246
26.09.2012;AT611904300234573201;671
27.09.2012;IE29AIBK93115212345678;687
29.09.2012;MT84MALT011000012345MTLCAST001S;922
01.10.2012;MT84MALT011000012345MTLCAST001S;21
03.10.2012;MT84MALT011000012345MTLCAST001S;-292
05.10.2012;IE29AIBK93115212345678;-983
05.10.2012;IE29AIBK93115212345678;-727
06.10.2012;MT84MALT011000012345MTLCAST001S;509
07.10.2012;MT84MALT011000012345MTLCAST001S;563
08.10.2012;IE29AIBK93115212345678;-654
14.10.2012;NL39RABO0300065264;884
15.10.2012;AT611904300234573201;-187
16.10.2012;AT611904300234573201;-656
19.10.2012;DE21700519950000007229;-518
19.10.2012;DE21700519950000007229;-229
20.10.2012;DE21700519950000007229;-56
21.10.2012;IE29AIBK93115212345678;-931
21.10.2012;IE29AIBK93115212345678;311
21.10.2012;MT84MALT011000012345MTLCAST001S;755
23.10.2012;NL39RABO0300065264;-704
23.10.2012;NL39RABO0300065264;702
24.10.2012;MT84MALT011000012345MTLCAST001S;381
24.10.2012;DE21700519950000007229;-488
27.10.2012;IE29AIBK93115212345678;30
27.10.2012;AT611904300234573201;379
27.10.2012;DE21700519950000007229;-714
28.10.2012;NL39RABO0300065264;972
30.10.2012;IE29AIBK93115212345678;221
02.11.2012;AT611904300234573201;529
02.11.2012;IE29AIBK93115212345678;-451
03.11.2012;DE21700519950000007229;673
04.11.2012;NL39RABO0300065264;857
06.11.2012;AT611904300234573201;-532
09.11.2012;AT611904300234573201;-972
09.11.2012;IE29AIBK93115212345678;-499
09.11.2012;MT84MALT011000012345MTLCAST001S;944
10.11.2012;AT611904300234573201;895
11.11.2012;AT611904300234573201;-761
12.11.2012;MT84MALT011000012345MTLCAST001S;-746
13.11.2012;MT84MALT011000012345MTLCAST001S;270
14.11.2012;NL39RABO0300065264;132
15.11.2012;AT611904300234573201;-961
15.11.2012;NL39RABO0300065264;450
16.11.2012;AT611904300234573201;365
18.11.2012;DE21700519950000007229;-76
21.11.2012;DE21700519950000007229;-366
22.11.2012;MT84MALT011000012345MTLCAST001S;296
24.11.2012;NL39RABO0300065264;-761
25.11.2012;DE21700519950000007229;830
26.11.2012;IE29AIBK93115212345678;-13
26.11.2012;DE21700519950000007229;64
28.11.2012;DE21700519950000007229;323
28.11.2012;NL39RABO0300065264;191
29.11.2012;MT84MALT011000012345MTLCAST001S;-144
01.12.2012;AT611904300234573201;-273
01.12.2012;NL39RABO0300065264;-69
02.12.2012;AT611904300234573201;698
02.12.2012;DE21700519950000007229;-1000
02.12.2012;IE29AIBK93115212345678;354
03.12.2012;DE21700519950000007229;633
04.12.2012;NL39RABO0300065264;-114
04.12.2012;DE21700519950000007229;605
05.12.2012;IE29AIBK93115212345678;484
06.12.2012;MT84MALT011000012345MTLCAST001S;-482
06.12.2012;IE29AIBK93115212345678;-259
10.12.2012;DE21700519950000007229;-543
10.12.2012;DE21700519950000007229;-455
12.12.2012;MT84MALT011000012345MTLCAST001S;-675
14.12.2012;AT611904300234573201;-768
19.12.2012;AT611904300234573201;631
20.12.2012;AT611904300234573201;-818
20.12.2012;DE21700519950000007229;-556
20.12.2012;MT84MALT011000012345MTLCAST001S;-299
21.12.2012;IE29AIBK93115212345678;-407
21.12.2012;IE29AIBK93115212345678;-782
23.12.2012;NL39RABO0300065264;291
25.12.2012;IE29AIBK93115212345678;-339
25.12.2012;MT84MALT011000012345MTLCAST001S;-802
26.12.2012;MT84MALT011000012345MTLCAST001S;-858
28.12.2012;DE21700519950000007229;-775
